id,start,end,route_id,lat,lon,idx
19373,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70751,10.41201,0
19374,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70725,10.41239,1
19375,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70714,10.4126,2
19376,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.707,10.41288,3
19377,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70682,10.41331,4
19378,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70655,10.4141,5
19379,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70644,10.41447,6
19380,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70636,10.41485,7
19381,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7063,10.41518,8
19382,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70662,10.41532,9
19383,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70665,10.41537,10
19384,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70667,10.41547,11
19385,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70747,10.41593,12
19386,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70807,10.41632,13
19387,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70812,10.41608,14
19388,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70816,10.41598,15
19389,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7082,10.4159,16
19390,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70829,10.41575,17
19391,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70855,10.41539,18
19392,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70862,10.41523,19
19393,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70869,10.41503,20
19394,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70885,10.4142,21
19395,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70895,10.4143,22
19396,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70907,10.41439,23
19397,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7092,10.41448,24
19398,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70934,10.41454,25
19399,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70944,10.41455,26
19400,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71025,10.41445,27
19401,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70997,10.41245,28
19402,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70992,10.41199,29
19403,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70991,10.41172,30
19404,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7099,10.41147,31
19405,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70993,10.41076,32
19406,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70994,10.41066,33
19407,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70995,10.41058,34
19408,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71002,10.41043,35
19409,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71006,10.4104,36
19410,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71008,10.41036,37
19411,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7101,10.41032,38
19412,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71011,10.41027,39
19413,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71011,10.41022,40
19414,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7101,10.41017,41
19415,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71009,10.41013,42
19416,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71006,10.41009,43
19417,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71002,10.41005,44
19418,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70998,10.40978,45
19419,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71007,10.40776,46
19420,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71014,10.40774,47
19421,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71018,10.40769,48
19422,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71019,10.40765,49
19423,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7102,10.4076,50
19424,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71019,10.40752,51
19425,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71017,10.40749,52
19426,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71014,10.40745,53
19427,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7101,10.40743,54
19428,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71008,10.40743,55
19429,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71015,10.4061,56
19430,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71019,10.4058,57
19431,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71021,10.40573,58
19432,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71027,10.40559,59
19433,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7104,10.4055,60
19434,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71043,10.40545,61
19435,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71044,10.40536,62
19436,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71044,10.4053,63
19437,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71041,10.40524,64
19438,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71035,10.4052,65
19439,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7103,10.4052,66
19440,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71019,10.40527,67
19441,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7101,10.40527,68
19442,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.71006,10.40525,69
19443,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70988,10.40513,70
19444,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70974,10.40502,71
19445,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70967,10.40492,72
19446,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70965,10.40486,73
19447,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70975,10.40422,74
19448,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70988,10.40324,75
19449,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70958,10.40294,76
19450,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70931,10.40264,77
19451,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70908,10.40242,78
19452,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7087,10.40213,79
19453,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70831,10.40184,80
19454,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70795,10.40155,81
19455,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70789,10.40152,82
19456,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70786,10.40151,83
19457,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7078,10.40151,84
19458,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70777,10.40153,85
19459,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70771,10.40159,86
19460,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70765,10.40172,87
19461,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70712,10.40318,88
19462,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70614,10.40251,89
19463,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70553,10.40214,90
19464,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70547,10.40207,91
19465,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70535,10.40184,92
19466,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7053,10.40178,93
19467,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70524,10.40171,94
19468,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70471,10.40133,95
19469,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70455,10.40124,96
19470,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70276,10.40076,97
19471,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70252,10.40069,98
19472,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70247,10.40067,99
19473,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70244,10.40064,100
19474,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70245,10.40061,101
19475,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70245,10.40056,102
19476,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70244,10.40052,103
19477,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7024,10.40047,104
19478,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70237,10.40046,105
19479,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70234,10.40046,106
19480,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70231,10.40048,107
19481,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70229,10.40051,108
19482,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70228,10.40054,109
19483,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70227,10.40058,110
19484,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70215,10.40059,111
19485,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7018,10.40051,112
19486,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70155,10.40042,113
19487,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70036,10.3998,114
19488,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70022,10.39969,115
19489,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70002,10.39958,116
19490,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69981,10.39948,117
19491,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69978,10.39945,118
19492,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69975,10.39939,119
19493,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69973,10.39932,120
19494,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69971,10.39917,121
19495,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69979,10.39842,122
19496,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69985,10.39803,123
19497,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69986,10.39795,124
19498,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69986,10.39785,125
19499,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69985,10.39773,126
19500,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69984,10.39757,127
19501,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69985,10.39744,128
19502,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.6999,10.39727,129
19503,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69998,10.39716,130
19504,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70003,10.3971,131
19505,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70009,10.39713,132
19506,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70014,10.39713,133
19507,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70018,10.39714,134
19508,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70025,10.3972,135
19509,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70032,10.3973,136
19510,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.7004,10.39742,137
19511,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70048,10.39756,138
19512,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70052,10.39767,139
19513,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70055,10.39782,140
19514,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70057,10.39795,141
19515,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70058,10.39808,142
19516,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70055,10.39822,143
19517,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70052,10.3983,144
19518,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70047,10.39837,145
19519,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70042,10.39841,146
19520,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70038,10.39842,147
19521,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70033,10.39842,148
19522,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70026,10.3984,149
19523,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70023,10.39837,150
19524,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70019,10.39831,151
19525,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70014,10.39817,152
19526,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70014,10.39808,153
19527,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70016,10.3977,154
19528,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70013,10.39718,155
19529,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70016,10.39669,156
19530,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70016,10.39634,157
19531,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70014,10.39574,158
19532,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70011,10.39535,159
19533,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70005,10.39477,160
19534,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69972,10.39251,161
19535,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69964,10.39173,162
19536,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69962,10.39127,163
19537,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69963,10.39086,164
19538,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69967,10.39018,165
19539,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69975,10.38967,166
19540,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69984,10.38924,167
19541,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69996,10.38883,168
19542,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70009,10.38843,169
19543,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70036,10.38767,170
19544,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70047,10.38733,171
19545,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70068,10.38654,172
19546,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70081,10.38604,173
19547,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70097,10.3852,174
19548,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70105,10.38467,175
19549,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70109,10.38423,176
19550,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70115,10.38346,177
19551,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70117,10.38282,178
19552,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70117,10.38227,179
19553,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70115,10.38181,180
19554,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70113,10.38153,181
19555,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70106,10.38084,182
19556,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.701,10.38039,183
19557,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70093,10.37999,184
19558,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70078,10.37926,185
19559,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70062,10.37866,186
19560,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70051,10.37826,187
19561,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70032,10.37773,188
19562,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.70024,10.37751,189
19563,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69999,10.3769,190
19564,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69984,10.37658,191
19565,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69967,10.37625,192
19566,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69775,10.37273,193
19567,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69686,10.37109,194
19568,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69673,10.37081,195
19569,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.6965,10.37025,196
19570,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69633,10.36975,197
19571,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69625,10.36946,198
19572,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69612,10.36889,199
19573,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69594,10.36792,200
19574,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69561,10.36605,201
19575,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69534,10.36448,202
19576,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69525,10.36399,203
19577,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69519,10.36374,204
19578,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69509,10.36336,205
19579,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69498,10.36299,206
19580,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69485,10.36265,207
19581,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69459,10.36203,208
19582,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69449,10.3618,209
19583,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69435,10.36146,210
19584,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69423,10.36118,211
19585,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69335,10.35937,212
19586,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69324,10.35905,213
19587,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.6932,10.35887,214
19588,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69316,10.35867,215
19589,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69313,10.35831,216
19590,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69309,10.35808,217
19591,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69307,10.35765,218
19592,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69305,10.35753,219
19593,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69301,10.35729,220
19594,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69294,10.35704,221
19595,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.69285,10.35677,222
19596,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.6927,10.35647,223
19597,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.6925,10.35611,224
19598,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68909,10.35052,225
19599,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68887,10.35023,226
19600,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68869,10.35004,227
19601,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68854,10.34991,228
19602,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68836,10.34975,229
19603,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68818,10.34963,230
19604,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68803,10.34955,231
19605,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68788,10.34948,232
19606,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68759,10.34938,233
19607,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68745,10.34934,234
19608,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68719,10.3493,235
19609,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68695,10.3493,236
19610,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68674,10.34932,237
19611,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68654,10.34936,238
19612,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.6864,10.3494,239
19613,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68615,10.3495,240
19614,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68588,10.34965,241
19615,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68573,10.34976,242
19616,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68558,10.34989,243
19617,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68537,10.3501,244
19618,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68512,10.3504,245
19619,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68491,10.35074,246
19620,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68427,10.35214,247
19621,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68417,10.35233,248
19622,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68408,10.35248,249
19623,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.6839,10.35275,250
19624,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68372,10.35298,251
19625,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68361,10.35308,252
19626,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68335,10.3533,253
19627,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68315,10.35342,254
19628,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68289,10.35354,255
19629,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68254,10.35363,256
19630,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.68225,10.35365,257
19631,MediaWorld Pisa,Centro Commerciale Darsena (Tirrenia),route_840,43.682,10.35365,258
