route_id,total_rides,avg_price,avg_occupancy
route_1983,189,14.71063492063492,2.439153439153439
route_512,184,15.207065217391303,2.467391304347826
route_1415,182,15.096538461538463,2.6373626373626373
route_1414,180,15.649055555555556,2.466666666666667
route_187,178,15.009662921348314,2.3876404494382024
route_1417,178,14.373258426966293,2.5786516853932584
route_34,177,14.634689265536723,2.2429378531073447
route_937,177,15.209265536723164,2.5028248587570623
route_2076,177,14.629322033898305,2.4915254237288136
route_1804,176,14.860113636363637,2.6704545454545454
route_1203,176,14.839829545454545,2.539772727272727
route_2101,175,14.290742857142858,2.5028571428571427
route_604,175,14.778514285714284,2.605714285714286
route_1048,175,14.851085714285714,2.5428571428571427
route_1592,175,15.081885714285713,2.4171428571428573
route_1205,173,14.936416184971097,2.46242774566474
route_1620,173,14.791445086705203,2.6416184971098264
route_1410,172,14.432616279069766,2.5174418604651163
route_844,172,14.889476744186044,2.4825581395348837
route_1770,172,14.813720930232558,2.36046511627907
route_215,171,15.252280701754385,2.4502923976608186
route_336,171,14.813976608187135,2.5555555555555554
route_1350,170,15.104529411764705,2.570588235294118
route_2071,170,14.655941176470586,2.376470588235294
route_35,170,15.527941176470588,2.523529411764706
route_32,170,15.375058823529413,2.4941176470588236
route_991,170,16.156588235294116,2.570588235294118
route_1831,169,15.22526627218935,2.5680473372781063
route_1591,169,14.993905325443786,2.514792899408284
route_1897,169,15.595621301775147,2.532544378698225
route_61,168,14.62404761904762,2.3988095238095237
route_213,168,15.446011904761903,2.5535714285714284
route_607,168,14.953630952380953,2.613095238095238
route_5,168,15.181964285714287,2.4404761904761907
route_783,168,14.92125,2.5654761904761907
route_1081,168,14.813214285714285,2.4345238095238093
route_1357,167,14.86574850299401,2.562874251497006
route_1296,167,15.466646706586825,2.502994011976048
route_300,167,14.949760479041917,2.461077844311377
route_847,167,15.427305389221557,2.4730538922155687
route_1353,166,15.596867469879518,2.4819277108433737
route_425,166,15.042228915662651,2.3674698795180724
route_1049,166,14.705240963855422,2.536144578313253
route_903,166,14.885963855421688,2.5301204819277108
route_1560,166,15.239277108433734,2.4759036144578315
route_1567,166,15.648012048192772,2.602409638554217
route_781,166,14.741626506024097,2.6144578313253013
route_1116,166,14.472650602409638,2.536144578313253
route_1860,166,14.546746987951808,2.5240963855421685
route_723,166,15.45722891566265,2.463855421686747
route_1297,166,15.539518072289157,2.4518072289156625
route_330,166,15.166204819277109,2.5
route_2017,165,14.743333333333334,2.4
route_1657,165,15.18260606060606,2.5393939393939395
route_1387,165,14.713272727272727,2.3575757575757574
route_787,165,15.063515151515151,2.587878787878788
route_1147,165,14.938666666666668,2.3878787878787877
route_2045,165,14.831151515151515,2.4242424242424243
route_665,164,14.565060975609757,2.4146341463414633
route_1382,164,14.876341463414633,2.573170731707317
route_695,164,15.001097560975609,2.3780487804878048
route_1354,164,15.189024390243903,2.5121951219512195
route_151,164,14.588048780487805,2.481707317073171
route_544,164,15.049146341463414,2.432926829268293
route_720,164,15.329512195121952,2.341463414634146
route_1536,164,15.862926829268293,2.4695121951219514
route_155,164,15.200365853658537,2.5609756097560976
route_2044,164,15.21859756097561,2.432926829268293
route_156,164,14.867012195121951,2.3292682926829267
route_1113,164,15.81798780487805,2.3841463414634148
route_487,164,15.370426829268293,2.5121951219512195
route_1204,164,14.895426829268292,2.451219512195122
route_1201,164,14.854390243902438,2.5853658536585367
route_455,164,14.022926829268293,2.4939024390243905
route_395,164,15.02390243902439,2.5365853658536586
route_65,164,15.112317073170733,2.676829268292683
route_183,164,14.941951219512195,2.524390243902439
route_1381,163,15.037914110429448,2.6134969325153374
route_2047,163,15.495276073619632,2.503067484662577
route_1893,163,16.137423312883435,2.423312883435583
route_994,163,14.904601226993863,2.5337423312883436
route_1231,163,14.28079754601227,2.6196319018404908
route_2041,163,15.06122699386503,2.496932515337423
route_1475,163,14.20687116564417,2.705521472392638
route_2130,163,14.474662576687116,2.4294478527607364
route_1144,163,14.81527607361963,2.5644171779141103
route_1801,163,15.051042944785276,2.3803680981595092
route_751,163,15.59877300613497,2.5644171779141103
route_1142,163,15.731042944785274,2.5092024539877302
route_547,162,15.272098765432098,2.450617283950617
route_2,162,15.503271604938273,2.5185185185185186
route_843,162,14.432530864197531,2.5555555555555554
route_157,162,14.386851851851853,2.450617283950617
route_960,162,15.049074074074072,2.5555555555555554
route_1980,162,15.266358024691359,2.567901234567901
route_1623,162,15.417407407407406,2.419753086419753
route_3,162,15.129753086419752,2.45679012345679
route_1627,162,14.725740740740742,2.5864197530864197
route_1833,162,15.090493827160493,2.462962962962963
route_1230,162,15.006543209876543,2.4382716049382718
route_1325,162,15.74783950617284,2.5987654320987654
route_901,162,14.976111111111111,2.5185185185185186
route_936,162,14.741543209876545,2.450617283950617
route_1140,162,15.016234567901236,2.506172839506173
route_1651,161,15.203664596273292,2.5031055900621118
route_1803,161,14.735093167701862,2.4906832298136647
route_546,161,16.08832298136646,2.3850931677018634
route_393,161,14.95639751552795,2.5838509316770186
route_331,161,15.361614906832298,2.5714285714285716
route_60,161,15.526273291925467,2.440993788819876
route_1745,161,14.09111801242236,2.4782608695652173
route_1681,161,15.137701863354037,2.546583850931677
route_934,161,15.445900621118012,2.6149068322981366
route_2104,161,14.330124223602486,2.6645962732919255
route_1743,160,14.9226875,2.38125
route_2074,160,15.1381875,2.60625
route_514,160,15.533875,2.58125
route_1894,160,14.982875000000002,2.50625
route_1805,160,14.903312500000002,2.38125
route_1384,160,14.7965,2.45
route_275,160,14.6490625,2.4875
route_1774,160,14.617625,2.4125
route_1534,160,15.042875,2.4625
route_1295,160,14.777562499999998,2.35625
route_1830,159,15.265408805031445,2.5786163522012577
route_1042,159,15.440062893081759,2.5345911949685536
route_1590,159,15.309559748427672,2.4465408805031448
route_601,159,14.999371069182391,2.4779874213836477
route_634,159,15.052012578616353,2.352201257861635
route_840,159,15.26496855345912,2.3333333333333335
route_241,159,14.795974842767295,2.4276729559748427
route_1234,159,15.002955974842767,2.490566037735849
route_933,159,14.005471698113206,2.559748427672956
route_545,158,14.28613924050633,2.4683544303797467
route_1143,158,15.066012658227846,2.5126582278481013
route_1537,158,15.159493670886075,2.5063291139240507
route_1535,158,14.996772151898734,2.5569620253164556
route_667,158,13.699430379746836,2.481012658227848
route_154,158,14.437341772151898,2.518987341772152
route_2014,158,15.82,2.518987341772152
route_1685,158,15.106455696202532,2.5569620253164556
route_904,157,15.359936305732486,2.4394904458598727
route_511,157,15.642420382165605,2.535031847133758
route_1110,157,14.295796178343949,2.5923566878980893
route_453,157,14.485859872611467,2.3312101910828025
route_1233,157,14.815477707006371,2.5923566878980893
route_1200,157,14.781974522292993,2.5286624203821657
route_1441,157,14.400700636942675,2.3694267515923566
route_301,157,14.976178343949046,2.4012738853503186
route_1896,157,14.370382165605097,2.5796178343949046
route_726,157,14.650573248407643,2.573248407643312
route_757,157,14.31764331210191,2.624203821656051
route_302,157,15.502993630573247,2.388535031847134
route_1987,157,14.764968152866242,2.6878980891719744
route_786,157,14.821719745222932,2.4968152866242037
route_1683,156,15.917948717948716,2.391025641025641
route_337,156,14.595448717948717,2.391025641025641
route_966,156,14.189743589743589,2.5064102564102564
route_1112,156,16.417371794871794,2.4551282051282053
route_335,156,14.682115384615384,2.4871794871794872
route_426,156,14.787820512820513,2.4615384615384617
route_1047,156,14.688653846153844,2.5833333333333335
route_1087,156,15.887115384615385,2.5448717948717947
route_184,156,14.48724358974359,2.6474358974358974
route_1141,156,14.635384615384615,2.6474358974358974
route_636,156,15.226282051282052,2.4871794871794872
route_1890,156,14.653846153846153,2.5448717948717947
route_1443,156,14.947884615384615,2.4166666666666665
route_1650,156,14.58878205128205,2.3525641025641026
route_871,156,14.551282051282051,2.5576923076923075
route_540,155,14.880387096774193,2.335483870967742
route_1080,155,14.838451612903226,2.367741935483871
route_637,155,14.865419354838709,2.425806451612903
route_1621,155,14.28683870967742,2.567741935483871
route_1173,155,15.806322580645162,2.6193548387096772
route_152,155,14.484,2.6516129032258067
route_1416,155,15.006064516129033,2.6838709677419357
route_33,155,15.099032258064515,2.5935483870967744
route_905,155,14.823354838709676,2.490322580645161
route_97,155,15.202322580645163,2.490322580645161
route_1380,155,15.024838709677418,2.3483870967741933
route_1593,155,15.306516129032259,2.367741935483871
route_660,155,15.095032258064517,2.574193548387097
route_516,155,14.899870967741936,2.6193548387096772
route_1444,155,15.141225806451612,2.6580645161290324
route_662,155,15.008129032258067,2.4516129032258065
route_1864,154,14.856558441558441,2.5
route_2012,154,14.827337662337662,2.4220779220779223
route_1836,154,15.29961038961039,2.4675324675324677
route_1921,154,15.518051948051946,2.4935064935064934
route_1653,154,14.913636363636362,2.5454545454545454
route_900,154,15.463441558441557,2.3701298701298703
route_694,154,15.212857142857144,2.3636363636363638
route_153,154,15.87051948051948,2.5
route_1111,154,15.525454545454545,2.396103896103896
route_1115,154,15.401428571428573,2.5779220779220777
route_1176,154,14.570584415584415,2.5974025974025974
route_92,154,15.143571428571429,2.6298701298701297
route_1291,154,15.27961038961039,2.4285714285714284
route_2077,153,14.175228758169935,2.5686274509803924
route_696,153,15.228169934640523,2.607843137254902
route_1925,153,15.458366013071895,2.549019607843137
route_1981,153,14.804836601307189,2.5620915032679736
route_2013,153,15.438431372549019,2.503267973856209
route_876,153,14.966078431372548,2.366013071895425
route_214,153,14.531699346405228,2.6209150326797386
route_1292,153,14.99294117647059,2.4836601307189543
route_67,153,15.304705882352941,2.5751633986928106
route_420,153,14.897320261437908,2.4705882352941178
route_397,153,14.353986928104574,2.5555555555555554
route_964,153,14.946601307189542,2.457516339869281
route_967,153,15.228692810457515,2.3398692810457518
route_1083,153,14.383660130718953,2.633986928104575
route_305,153,14.542156862745097,2.326797385620915
route_1043,153,14.536993464052287,2.6405228758169934
route_1622,153,15.300196078431371,2.457516339869281
route_1800,153,14.421895424836602,2.522875816993464
route_1740,153,15.230522875816993,2.522875816993464
route_1772,153,14.77562091503268,2.542483660130719
route_664,153,15.077777777777778,2.5555555555555554
route_1445,152,14.717894736842105,2.4671052631578947
route_1411,152,15.082565789473685,2.414473684210526
route_1355,152,16.075855263157894,2.414473684210526
route_484,152,15.078157894736842,2.513157894736842
route_480,152,14.4075,2.348684210526316
route_661,152,14.989078947368421,2.361842105263158
route_935,152,14.671710526315788,2.6052631578947367
route_1927,152,14.726973684210526,2.4473684210526314
route_780,152,15.746776315789475,2.526315789473684
route_603,152,14.463552631578947,2.5460526315789473
route_1202,152,14.453815789473685,2.539473684210526
route_1747,152,14.95342105263158,2.4276315789473686
route_274,152,15.299605263157895,2.5657894736842106
route_1867,152,15.185855263157896,2.5328947368421053
route_31,152,14.90013157894737,2.513157894736842
route_212,151,14.913907284768213,2.609271523178808
route_1172,151,14.80814569536424,2.4503311258278146
route_1085,151,14.868543046357617,2.456953642384106
route_606,151,14.181456953642385,2.4304635761589406
route_64,151,14.511986754966888,2.4304635761589406
route_1294,151,15.212516556291392,2.5695364238410594
route_1323,151,14.560066225165563,2.6688741721854305
route_907,151,15.175629139072848,2.4172185430463577
route_1806,151,15.016622516556293,2.5231788079470197
route_513,151,15.706357615894039,2.576158940397351
route_2015,151,15.35523178807947,2.384105960264901
route_1655,151,14.947748344370861,2.4768211920529803
route_542,151,14.230596026490067,2.5298013245033113
route_697,151,14.99112582781457,2.4834437086092715
route_421,150,15.197266666666668,2.52
route_1654,150,15.500866666666667,2.42
route_1861,150,14.274866666666666,2.52
route_541,150,15.228733333333333,2.566666666666667
route_390,150,14.570266666666667,2.453333333333333
route_394,150,14.499933333333331,2.56
route_452,150,15.2588,2.5533333333333332
route_663,150,15.411266666666666,2.3533333333333335
route_30,150,14.326133333333333,2.5933333333333333
route_1478,150,14.715,2.48
route_631,150,14.571733333333334,2.566666666666667
route_1746,150,15.201733333333332,2.38
route_841,150,15.161066666666665,2.52
route_2011,150,14.983533333333334,2.52
route_1834,150,15.179200000000002,2.473333333333333
route_1293,150,15.3072,2.44
route_1682,149,15.16248322147651,2.389261744966443
route_391,149,15.192013422818793,2.6711409395973154
route_961,149,15.61503355704698,2.4630872483221475
route_392,149,14.855302013422818,2.5167785234899327
route_37,149,14.913691275167784,2.6308724832214767
route_1920,149,14.77771812080537,2.476510067114094
route_1866,149,14.325704697986579,2.476510067114094
route_62,149,14.848657718120805,2.563758389261745
route_303,149,15.662080536912752,2.476510067114094
route_690,149,15.542416107382552,2.3288590604026846
route_2133,149,15.753691275167787,2.442953020134228
route_1687,149,14.286912751677852,2.5167785234899327
route_1984,149,15.99496644295302,2.436241610738255
route_211,149,14.974697986577182,2.4832214765100673
route_870,149,14.954832214765101,2.5369127516778525
route_1777,149,14.201073825503356,2.442953020134228
route_2102,149,14.568791946308725,2.5436241610738257
route_1481,149,14.033489932885905,2.422818791946309
route_756,148,15.05668918918919,2.5405405405405403
route_600,148,13.661824324324325,2.4662162162162162
route_306,148,14.277027027027026,2.5945945945945947
route_1624,148,14.611621621621621,2.4932432432432434
route_185,148,14.725067567567567,2.5675675675675675
route_1145,148,14.888378378378379,2.304054054054054
route_962,148,14.774864864864863,2.5675675675675675
route_1206,148,15.079391891891891,2.574324324324324
route_1321,148,15.48108108108108,2.641891891891892
route_1170,148,14.141216216216216,2.608108108108108
route_2016,148,15.097432432432432,2.527027027027027
route_1290,148,14.79195945945946,2.5405405405405403
route_242,148,15.12168918918919,2.6013513513513513
route_1595,148,13.836891891891892,2.581081081081081
route_1446,148,14.694121621621623,2.5067567567567566
route_1207,148,15.507027027027027,2.6216216216216215
route_1744,148,15.087229729729728,2.527027027027027
route_2106,147,16.049183673469386,2.3741496598639458
route_2131,147,15.418163265306122,2.6122448979591835
route_1892,147,15.04952380952381,2.6122448979591835
route_186,147,14.86095238095238,2.45578231292517
route_784,147,15.026666666666667,2.4829931972789114
route_932,147,14.670204081632653,2.4625850340136055
route_1235,147,15.18013605442177,2.4081632653061225
route_1771,147,15.315306122448979,2.3877551020408165
route_1175,147,14.962312925170068,2.5510204081632653
route_992,146,15.838287671232877,2.5684931506849313
route_66,146,14.29945205479452,2.4452054794520546
route_995,146,15.201780821917808,2.5136986301369864
route_510,146,14.865410958904109,2.3972602739726026
route_931,146,15.16904109589041,2.547945205479452
route_785,146,14.824041095890411,2.684931506849315
route_997,146,15.19513698630137,2.5821917808219177
route_1565,146,14.959657534246576,2.6301369863013697
route_1594,146,15.498698630136985,2.452054794520548
route_1563,146,15.322465753424657,2.458904109589041
route_2073,146,14.052191780821918,2.4315068493150687
route_1352,146,14.403082191780822,2.3424657534246576
route_210,146,14.497602739726029,2.452054794520548
route_725,145,15.074137931034484,2.510344827586207
route_243,145,14.974137931034482,2.4482758620689653
route_2105,145,15.332275862068965,2.6758620689655173
route_1447,145,15.603931034482759,2.43448275862069
route_1442,145,15.770482758620687,2.579310344827586
route_457,145,14.735999999999999,2.420689655172414
route_1562,145,15.11896551724138,2.4551724137931035
route_216,145,14.92248275862069,2.3379310344827586
route_333,145,14.724137931034482,2.5724137931034483
route_605,145,14.866068965517242,2.5448275862068965
route_1891,145,14.738068965517241,2.496551724137931
route_782,145,14.80048275862069,2.43448275862069
route_1086,145,15.615448275862068,2.579310344827586
route_633,145,14.329379310344827,2.4275862068965517
route_1922,144,15.025416666666665,2.5416666666666665
route_602,144,15.759930555555554,2.5902777777777777
route_482,144,15.39875,2.6875
route_481,144,15.634930555555554,2.4652777777777777
route_1596,144,13.947430555555556,2.3958333333333335
route_1773,144,14.696041666666666,2.486111111111111
route_2010,144,15.300347222222221,2.3125
route_635,144,15.818333333333335,2.5416666666666665
route_1863,144,15.457013888888888,2.4027777777777777
route_755,144,15.279583333333335,2.5694444444444446
route_873,144,14.973888888888887,2.5555555555555554
route_1171,144,14.627430555555556,2.6041666666666665
route_996,144,15.373958333333333,2.423611111111111
