id,start,end,route_id,lat,lon,idx
12087,Lidl Pisa,Ipercoop Pisa,route_600,43.71287,10.39212,0
12088,Lidl Pisa,Ipercoop Pisa,route_600,43.71261,10.39159,1
12089,Lidl Pisa,Ipercoop Pisa,route_600,43.71248,10.39131,2
12090,Lidl Pisa,Ipercoop Pisa,route_600,43.71241,10.3912,3
12091,Lidl Pisa,Ipercoop Pisa,route_600,43.71236,10.39115,4
12092,Lidl Pisa,Ipercoop Pisa,route_600,43.71187,10.39133,5
12093,Lidl Pisa,Ipercoop Pisa,route_600,43.71179,10.39138,6
12094,Lidl Pisa,Ipercoop Pisa,route_600,43.71169,10.39143,7
12095,Lidl Pisa,Ipercoop Pisa,route_600,43.71166,10.3914,8
12096,Lidl Pisa,Ipercoop Pisa,route_600,43.71162,10.39139,9
12097,Lidl Pisa,Ipercoop Pisa,route_600,43.71158,10.39142,10
12098,Lidl Pisa,Ipercoop Pisa,route_600,43.71133,10.39152,11
12099,Lidl Pisa,Ipercoop Pisa,route_600,43.71093,10.39162,12
12100,Lidl Pisa,Ipercoop Pisa,route_600,43.71082,10.39166,13
12101,Lidl Pisa,Ipercoop Pisa,route_600,43.71072,10.39173,14
12102,Lidl Pisa,Ipercoop Pisa,route_600,43.71067,10.39179,15
12103,Lidl Pisa,Ipercoop Pisa,route_600,43.71063,10.39186,16
12104,Lidl Pisa,Ipercoop Pisa,route_600,43.71061,10.39193,17
12105,Lidl Pisa,Ipercoop Pisa,route_600,43.7106,10.39206,18
12106,Lidl Pisa,Ipercoop Pisa,route_600,43.71058,10.39434,19
12107,Lidl Pisa,Ipercoop Pisa,route_600,43.71057,10.39451,20
12108,Lidl Pisa,Ipercoop Pisa,route_600,43.71054,10.39481,21
12109,Lidl Pisa,Ipercoop Pisa,route_600,43.71041,10.39568,22
12110,Lidl Pisa,Ipercoop Pisa,route_600,43.71036,10.39568,23
12111,Lidl Pisa,Ipercoop Pisa,route_600,43.71033,10.39573,24
12112,Lidl Pisa,Ipercoop Pisa,route_600,43.71032,10.3958,25
12113,Lidl Pisa,Ipercoop Pisa,route_600,43.71034,10.39585,26
12114,Lidl Pisa,Ipercoop Pisa,route_600,43.71038,10.39588,27
12115,Lidl Pisa,Ipercoop Pisa,route_600,43.71033,10.39616,28
12116,Lidl Pisa,Ipercoop Pisa,route_600,43.7101,10.39766,29
12117,Lidl Pisa,Ipercoop Pisa,route_600,43.71009,10.39768,30
12118,Lidl Pisa,Ipercoop Pisa,route_600,43.71006,10.39775,31
12119,Lidl Pisa,Ipercoop Pisa,route_600,43.71006,10.39784,32
12120,Lidl Pisa,Ipercoop Pisa,route_600,43.71001,10.39838,33
12121,Lidl Pisa,Ipercoop Pisa,route_600,43.70997,10.3988,34
12122,Lidl Pisa,Ipercoop Pisa,route_600,43.70992,10.39879,35
